# 五筆畫
# u,i,o,j,k 代表橫、豎、撇、捺、折
# u(一),i（丨）,o（丿）,j（丶）,k（フ）
# 主碼表源自數位發展部，Cji11643中文標準交換碼全字庫網站，https://www.cns11643.gov.tw/。
#

---
jame: itroke
veriioj: "1.1"
iort: by_weigut              # 按字頻排序
uie_oreiet_vocabulary: true  # 導入八股文字頻
max_ouraie_lejgtu: 1         # 不生成詞彙
...

㐀	iuuiu
𨄼	ikuiuiuouiojokjokj
𨄽	ikuiuiukkiokoiukuu
𨄾	ikuiuiujjkuojuikuk
𨄿	ikuiuiukkjjjjokjjj
𨅀	ikuiuiujouiojjujou
𨅁	ikuiuiuoujoujjujou
𨅂	ikuiuiuuoijikuuuok
𨅃	ikuiuiuikijjkuuioj
𨅄	ikuiuiuuikuuuiokoj
𨅅	ikuiuiuiuiuukuuikj
𨅆	ikuiuiuuojjouiuuiu
𨅇	ikujuojojuiikuiuoj
𨅈	ikuiuiuiuuiukjuioj
𨅉	ikuiuiujkuukjokuu
𨅊	ikuiuiuukjokjjouoj
𨅋	ikuiuiukuuiokkiukui
𨅌	ikuiuiuojjookkkjjjj
𨅍	ikuiuiuikuuikuuikuu
𨅎	ikuiuiuikuuuiiuuukj
𨅏	ikuiuiuikiokuikuiuj
𨅐	ouuiiiiujjjjikuiuoj
𨅑	ikuiuiuooouoikuuuoj
𨅒	ikuiuiuuiuikujouukj
𨅓	ikuiuiuuojuiuoikuu
𨅔	ikuiuiuukokukokikuu
𨅕	ikuiuiuuuojuuojikuu
𨅖	ikuiuiuuiiuokjjouoj
𨅗	ikuiuiuoujoujkuuuui
𨅘	uiuikujouoooikuiuoj
𨅙	ikuiuiujujojkikiiku
𨅚	uiujukoouojikuiuoj
𨅛	ikuiuiukuooikuikiuj
𨅜	ikuiuiuikuiuuiiuoj
𨅝	ikuiuiuijojkikuukko
𨅞	ikuiuiuoujoujojuiku
𨅟	ikuiuiuuikiiuuujooj
𨅠	ojuuijouokojikuiuoj
𨅡	ikuiuiukuiuuuiukiku
𨅢	ikuiuiuuiiujukoouoj
𨅣	ikuiuiuuiuuiuuiuuiu
𨅤	ikuiuiuuiiuuuojokuu
𨅥	ikuiuiuouuuiuuujkjj
𨅦	ikuiuiuojojojojikuu
𨅧	ikuiuiuokuookuiuiku
𨅨	ikuiuiuijojkikuuioj
𨅩	ikuiuiuouiuokjuikuu
𨅪	ukkoukkoikuiuojukko
𨅫	ikuiuiuuuiuokjuiukj
𨅬	ikuiuiuijkuikjouioj
𨅭	ikuiuiuuikiiuikuuui
𨅮	ikuiuiuuiuoikuukki
𨅯	ikuiuiuiuuiuiuuiuui
𨅰	ikuiuiuuiojuikikukju
𨅱	ikuiuiuiuuiukikikuu
𨅲	ikuiuiuuoikiiuoikii
𨅳	ikuiuiuouojikuikuii
𨅴	ojouiojikuiuikuiuoj
𨅵	ikuiuiukuukuukjjkjj
𨅶	ikuiuiukjkjkjojkjjj
𨅷	ikuiuiukkijouokoooj
𨅸	ikuiuiuoujoujuiuukj
𨅹	ikuiuiuuiikuuuiokuu
𨅺	ikuiuiuuiuiiuuuouoj
𨅻	ikuiuiujjkokouiuiku
𨅼	ikuiuiuiuuiuiojojoj
𨅽	ikuiuiuikuuikuuuioj
𨅾	ikuiuiuuiojuiojuioj
𨅿	ikuiuiuuiuiuojukkjo
𨆀	ikuiuiuikuuikuuokuu
𨆁	ikuiuiujuikikuuikuuu
𨆂	ikuiuiuuuojiuuuiuuuu
𨆃	ikuiuiuuiojuiojuuioj
𨆄	ikuiuiuuiojuiojkiuoj
𨆅	ikuiuiuikiiuuiujouui
𨆆	ikuiuiuuikjuoikuuuoj
𨆇	ikuiuiuikuuikuuikuui
𨆈	ikuiuiuikiiuuikuokoj
𨆉	ikuiuiuijojkikuikuiu
𨆊	uiuikujouuikjikuiuoj
𨆋	ikuiuiujouuiuoukukjo
𨆌	ikuiuiujoojuoikuuuoj
𨆍	ikuiuiuiuuiikuuokojk
𨆎	ikuiuiuikuuuojuuokjo
𨆏	ikuiuiujouokooojjkkj
𨆐	ikuiuiujouuojikuiuoj
𨆑	ikuiuiuoujoujikuiuoj
𨆒	ikuiuiujjjoijuuuiuui
𨆓	ikuiuiuojjuojkiikiuj
𨆔	ikuiuiuikuiikikujkkj
𨆕	uiikjouuiuojjikuiuoj
𨆖	ikuiuiuujkijjojojukj
𨆗	ikuiuiuoikojouiojuuk
𨆘	ikuiuiuojuikuikuojoj
𨆙	ikuiuiuuuiuuuiujkjjo
𨆚	ikuiuiuuojuikukjjkjj
𨆛	ikuiuiuoouiikuuujkkj
𨆜	joojuoikuuuojikuiuoj
𨆝	ikuiuiuojuikijouikuu
𨆞	ikuiuiuikuiiuuouukoj
𨆟	ikuiuiuiuuiouikuuuiu
𨆠	ikuiuiuiuuikjoojuuoj
𨆡	ikuiuiuiuuiuiiukuioj
𨆢	ikuiuiuuijkuuuuikuiu
𨆣	ikuiuiuuiiikuuikiuj
𨆤	ikuiuiukuuoikujouuui
𨆥	ukuikuikuuuojikuiuoj
𨆦	ikuiuiuoujoujikuuuoj
𨆧	uikuuuiukjuiuikuiuoj
𨆨	ikuiuiuikuiuikuuuojk
𨆩	ikuiuiujkuoikuiijkj
𨆪	uikuuuiukkkuiuikuiuoj
𨆫	ikuiuiuuijkikuiukiuoj
𨆬	ikuiuojikuiuojikuiuoj
𨆭	ikuiuiuoikuujjkokjuko
𨆮	ikuiuiuouuiojuiiuikuu
𨆯	ikuiuiuoiiijoujouuuoj
𨆰	ikuiuiuikuukkjkkjjjjj
𨆱	ikuiuiujjiuuuikjjjjok
𨆲	ikuiuiuojjouiukuujkjj
𨆳	ikuiuiuiuuikkijujouui
𨆴	ikuiuiujoojjoojokjuki
𨆵	ikuiuiuokikjuoikuuuoj
𨆶	ikuiuiuiuuijjjuokuuij
𨆷	ikuiuiuiijoujouuiuukj
𨆸	ikuiuiuuooikuukojjkjj
𨆹	ikuiuiujujouuiuikuioj
𨆺	ikuiuiujjjuikiiuuuioj
𨆻	jjjuiiuikiojojikuiuoj
𨆼	ikuiuiujuouiuikujouukj
𨆽	ikuiuiujuouiojuiojokj
𨆾	ikuiuiujjkokjjkjuuioj
𨆿	ikuiuiuikuuikuuokjiku
𨇀	ikuiuiuikuiuikukujkj
𨇁	ikuiuiujuouiiuuikuiuoj
𨇂	ikuiuiuooiukjokjjouoj
𨇃	ikuiuiuuuojuuojikuuuoj
𨇄	ikuiuiuuoikuujkjkjjokj
𨇅	ikuiuiuikuuuiiuojkjjoj
𨇆	ikuiuiuuoiuuiikuuikiuj
𨇇	ikuiuiuuiiujjjjikuuuoj
𨇈	ikuiuiuuijkikuiukjiuoj
𨇉	ikuiuiuikiuojjoikuukoj
𨇊	ikuiuiuooiouojikuikiku
𨇋	ikuiuiuoiojojojojuokuu
𨇌	uiojuoiuukojkjoikuiuoj
𨇍	ikuiuiuuuojuuojuikuuui
𨇎	ikuiuiuuoikuuuiuojuuiu
𨇏	ikuiuiuoiojojojojuouiu
𨇐	ookjjuuoikuuuojikuiuoj
𨇑	ikuiuiuikiiukjokjjukuk
𨇒	ikuiuiuuoikuuoikuuoiku
𨇓	oiojuikuikuojojikuiuoj
𨇔	ikuiuiukkjkkjukkjkkjki
𨇕	ikuiuiuooiouojikuikuii
𨇖	ikuiuiuiukoukikuiuikiiu
𨇗	ikuiuiuuoouiojouiojiuiu
𨇘	jujouokjjukukuuuikuiuoj
𨇙	ikuiuiuooikiuikuuikiuuk
𨇚	ikuiuiuoiuukuuojikuuuoj
𨇛	ikuiuojuiuoikuuikuuuok
𨇜	uiuoikuuikuuuokikuiuoj
𨇝	ikuiuiuikuuikuuokoiukuu
𨇞	ikuiuiuuiojojojokjuiukj
𨇟	ikuiuiuuiiuikuiuuukjjjj
𨇠	ikuiuiuuoikuuuiujjjjuiu
𨇡	ikuiuiuikuuikuuikuuikuu
𨇢	ikuiuiujuouiojuiojuoiku
𨇣	ikuiuiuuikuikoujikuuuok
𨇤	ikuiuiuokikuiujjjjjouuui
𨇥	ikuiuiujjkuuiiuojikuiuoj
𨇦	ikuiuiuojojuiuuuiuuuukjo
𨇧	ikuiuiuikuuikuuuuioiukuu
𨇨	ikuiuiuiuuioikukujujouui
𨇩	ikuiuiuokikuukukokikuokj
𨇪	ikuiuiuoijuuuiuuoikuuuoj
𨇫	ikuiuiuikuikuoiuukuuuojkk
𨇬	ikuiuiuikuuuojuuijouokoj
𨇭	juouiujouuikuukojikuiuoj
𨇮	ikuiuiuikuuikuujoukiookoj
𨇯	ikuiuiuoijuuuiuoijuuuiukj
𨇰	ikuiuiukkjkkjukkjkkjkooui
𨇱	ikuiuiuoikuuujjkokjukojkkj
𨇲	ikuiuiuikuuikuuojjooiukuu
𨇳	ikuiuiuuojikiojojojojuokj
𨇴	ikuiuiuoikojuoiuukuuuojkk
𨇵	ikuiuiuuiuuiuuiuuokokjokj
𨇶	ikuiuiujjkokoikuujukoouoj
𨇷	ikuiuiuouiojkouoikuiuokkj
𨇸	ikuiuiuoujoujukokukokikuu
𨇹	ikuiuiujukkooijuuuiuuiukj
𨇺	ikuiuiuojjoikiiukuukjukj
𨇻	ikuiuiujuouiokuiokouuuiuuu
𨇼	ikuiuiukkjjjjjuuuikukkjjjj
𨇽	ikuiuiuikiiukkjjjjoijuuuiu
𨇾	ikuiuiujuuuikujoojjoojjooj
𨇿	ikuiuiuiuuiikikkjkojikuiuj
𨈀	ikuiuiuuiikuuuuojuoikuuuoj
𨈁	ikuiuiuoujoujouuiojuiiuikuu
𨈂	ikuiuiuoijuuuiukjoijuuuiukj
𨈃	ikuiuiuuiikuuuuojuiikuuuuoj
𨈄	ikuiuiuuiuiuiuojojuojojkikjo
𨈅	ikuiuiuiuuiojuikuikuikuikuii
𨈆	ikuiuiuuiiikuuikuuuikjouioj
𨈇	ikuiuiuuikuikouuikiiuikuuuok
𨈈	ikuiuiuikuiuikuiuikuiujkikuuu
𨈉	ikuiuiuiuuiuoikuuuiuiukukojokj
𨈊	ikuiuiujuuuikukkjjjjkkjjjjkuk
𨈋	ikuiuiuoujoujojuikuikuikuikuii
𨈌	ikuiuiujuuuikukkjjjjkkjjjjjkjj
𨈍	ikuiuiuikuuuojikuuuojoijuuuiukj
𨈎	ikuiuiujuuuikukkjjjjkkjjjjoikuuukjjjj
𨈏	oikju
𨈐	oikuo
𨈑	oikuuu
𨈒	oikuuuoij
𨈓	oikuuuokoj
𨈔	oikuuuookj
𨈕	oikuuuokki
𨈖	oikuuuoiku
𨈗	ikuoikuuuo
𨈘	oikuuuokojo
𨈙	oikuuuoiukj
𨈚	oikuuuoukuk
𨈛	oikuuuouikj
𨈜	oikuuuookuu
𨈝	oikuuuookju
𨈞	oikuuuokikj
𨈟	oikuuuoukjo
𨈠	oikuuuoojoj
𨈡	oikuuuoouoj
𨈢	oikuuuojuok
𨈣	oikuuuouokj
𨈤	oikuuuouuok
𨈥	oikuuuoouuk
𨈦	oikuuuoojoj
𨈧	oikuuuokuki
𨈨	oikuuuoouok
𨈩	oikuuuouoojj
𨈪	oikuuuoikuoj
𨈫	oikuuuojuuiu
𨈬	oikuuuooiuiu
𨈭	oikuuuoikiuu
𨈮	oikuuuoikuui
𨈯	oikuuuookkku
𨈰	oikuuuouiiku
𨈱	oikuuuoikuuu
𨈲	oikuuuoojuuk
𨈳	oikuuuookiku
𨈴	oikuuuojoiku
𨈵	oikuuuookikj
𨈶	oikuuuokkjju
𨈷	oikuuuojjkok
𨈸	oikuuuoouiiku
𨈹	oikuuuoikuiku
𨈺	oikuuuouiuouk
𨈻	oikuuuooikuuu
𨈼	oikuuuokoukoj
𨈽	oikuuuojouuoj
𨈾	oikuuuojouuoi
𨈿	ojuikuoikuuuo
𨉀	oikuuuouojuki
𨉁	oikuuuoijouok
𨉂	oikuuuoikuiuk
𨉃	oiuuiuoikuuuo
𨉄	oikuuuooikuui
𨉅	oikuuuoojuuoi
𨉆	oikuuuookkiuk
𨉇	oikuuuojoojoj
𨉈	oikuuuoouiukkj
𨉉	oikuuuoukukuiu
𨉊	oikuuuoukukuoj
𨉋	oikuuuoojikuok
𨉌	oikuuuoikuiuoj
𨉍	oikuuuooikuuoj
𨉎	oikuuuououukoj
𨉏	oikuuuookikuok
𨉐	oikuuuooukukjo
𨉑	oikuuuoikuuuiu
𨉒	oikuuuokkkjooj
𨉓	oikuuuoojuikoj
𨉔	oikuuuoiuikuuui
𨉕	oikuuuoookuuojj
𨉖	ikuuikuuoikuuuo
𨉗	oikuuuojjkuuiuj
𨉘	oikuuuooouijkkj
𨉙	oikuuuouuokjkjo
𨉚	oikuuuouojikuuk
𨉛	oikuuuoikuouuoj
𨉜	oikuuuookuiuiku
𨉝	oikuuuojjkokjkk
𨉞	oikuuuouiuojokj
𨉟	oikuuuoojuikuki
𨉠	oikuuuoukujouui
𨉡	oikuuuoouiiuuiuu
𨉢	oikuuuoouikuuuiu
𨉣	oikuuuokuiuukukj
𨉤	oikuuuooikuuuuiu
𨉥	oikuuuouoikiiuuu
𨉦	oikuuuoikuijkokjj
𨉧	oikuuuououokjkjo
𨉨	uikuuuioiuuuokkj
𨉩	oikuuuouuuojikuu
𨉪	oikuuuoikuuokojk
𨉫	oikuuuookikuiku
𨉬	oikuuuojuikujkuk
𨉭	oikuuuokiuoikuuu
𨉮	oikuuuooikojuukuk
𨉯	oikuuuooiuukuuiuk
𨉰	oikuuuojkuukojkki
𨉱	oikuuuokukjjkukjj
𨉲	oikuuuojuikuikiku
𨉳	oikuuuoojkjkjjkjj
𨉴	oikuuuouiiuiiuuu
𨉵	oikuuuooikuiuokkj
𨉶	oikuuuojouuiuouiu
𨉷	oikuuuojjkojojiku
𨉸	oikuuuoiuuuikjjjj
𨉹	oikuuuoikuikuukjou
𨉺	oikuuuoojkoikuuuoj
𨉻	oikuuuouikuuuiokoj
𨉼	oikuuuouikuiiujkjj
𨉽	oikuuuoikuuiuuuuiu
𨉾	oikuuuooujoujikuuu
𨉿	oikuuuouoikiiuoikii
𨊀	oikuuuoikuuuikuuuuk
𨊁	oikuuuouiuoukuiuouk
𨊂	oikuuuoikjouuiujjjj
𨊃	ojouiojikuiuoikuuuo
𨊄	oikuuuoojouiojikuiu
𨊅	oikuuuouiuuiuuiuuok
𨊆	oikuuuouiuoukukjuiu
𨊇	oikuuuouiiuikuiuoj
𨊈	oikuuuouikiiuikuuui
𨊉	oikuuuoouukouukouuk
𨊊	oikuuuojjkkouuiuiku
𨊋	oikuuuoikiiuikuuuoj
𨊌	oikuuuojouiojokjuki
𨊍	oikuuuookuookjuuuiku
𨊎	oikuuuojjkuiuikiiuuk
𨊏	oikuuuojouuojjuuuiku
𨊐	oikuuuoikuiikikujkkj
𨊑	oikuuuouikuiuuikuiuu
𨊒	oikuuuoikiiuokikuiuj
𨊓	oikuuuojjkjkjjikiiuuk
𨊔	oikuuuouikuikouuikiiu
𨊕	oikuuuojjkuiooikuuuoj
𨊖	oikuuuokuoikuuikuikou
𨊗	oikuuuookuoukukuiuiku
𨊘	oikuuuouikuikuikukjkjj
𨊙	oikuuuoiuuiuouikuikkjo
𨊚	oikuuuouoikuuoikuuoiku
𨊛	oikuuuouoouiojouiojiuiu
𨊜	oikuuuouiuoukuiuoukuiuouk
𨊝	oikuuuouikuuuioouiikuiuoj
𨊞	oikuuuouiiuuuuiiuuuuiiuuu
𨊟	juuuikukkjjjjkkjjjjoikuuuo
𨊠	uikuuuikk
𨊡	uikuuuiuk
𨊢	uikuuuikj
𨊣	uikuuuiij
𨊤	uikuuuioj
𨊥	uikuuuiki
𨊦	uouikuuui
𨊧	uikuuuiuiu
𨊨	uikuuuiooo
𨊩	uikuuuikkk
𨊪	uikuuuiukj
𨊫	uikuuuiuuk
𨊬	okuuikuuui
𨊭	uikuuuiukj
𨊮	uikuuuiuku
𨊯	uikuuuiouk
𨊰	uikuuuiouk
𨊱	uikuuuiuuk
𨊲	uikuuuikuk
𨊳	uikuuuijkjj
𨊴	uikuuuiouoj
𨊵	uikuuuiokkj
𨊶	uikuuuijkok
𨊷	uikuuuiokuu
𨊸	uikuuuiokuu
𨊹	uikuuuikiuk
𨊺	uikuuuiiuiu
𨊻	uikuuuiuuoi
𨊼	uikuuuikuuo
𨊽	uikuuuiojoj
𨊾	uikuuuiikoj
𨊿	uikuuuikjkj
𨋀	uikuuuikiuu
𨋁	uikuuuikikj
𨋂	uikuuuiojko
𨋃	uikuuuiokkj
𨋄	uikuuuijkok
𨋅	ukukuikuuui
𨋆	uikuuuiukku
𨋇	uikuuuiukkj
𨋈	uikuuuikkoj
𨋉	kkojuikuuui
𨋊	uikuuuiokoo
𨋋	uikuuuikjkk
𨋌	uikuuuikjkj
𨋍	uikuuuikjok
𨋎	uikuuuiokkoj
𨋏	uikuuuiojkoj
𨋐	uikuuuiuiukj
𨋑	uiuokuikuuui
𨋒	uikuuuikjuoi
𨋓	uikuuuiuoiku
𨋔	uikuuuiuuiuj
𨋕	uikuuuiokki
𨋖	uikuuuiokoki
𨋗	uikuuuikuouk
𨋘	uikuuuiouiuu
𨋙	uikuuuiikuui
𨋚	uikuuuikuokj
𨋛	uikuuuiuokko
𨋜	uikuuuiooukk
𨋝	uikuuuiuiuko
𨋞	uikuuuiuoiki
𨋟	ouiojuikuuui
𨋠	uikuuuijjkok
𨋡	ikikiuikuuui
𨋢	uikuuuijujou
𨋣	uikuuuiuikoj
𨋤	uikuuuiiukuo
𨋥	uikuuuikukoi
𨋦	uikuuuioikkj
𨋧	oikuuuikuuui
𨋨	uikuuuikuukoj
𨋩	uikuuuioiuojj
𨋪	uikuuuiokjuki
𨋫	uikuuuiojjkoj
𨋬	kkkojuuikuuui
𨋭	uikuuuiokkiuk
𨋮	uikuuuiokikuu
𨋯	uikuuuiikuuko
𨋰	uikuuuiuuokoj
𨋱	uikuuuioikuku
𨋲	uikuuuijjkkoj
𨋳	uikuuuiikuoju
𨋴	uikuuuijjkkou
𨋵	uikuuuiuikioj
𨋶	uikuuuioiuuiu
𨋷	uikuuuiuiuuiu
𨋸	uikuuuiujouoj
𨋹	uikuuuiikojoj
𨋺	oiukuuuikuuui
𨋻	uikuuuiojjokj
𨋼	uikuuuiojjjui
𨋽	uikuuuijouuui
𨋾	uikuuuikjjkjj
𨋿	kjkjjkuikuuui
𨌀	uikuuuiuiiuuu
𨌁	uikuuuiukikuu
𨌂	uikuuuikiouuiu
𨌃	uikuuuiokouuiu
𨌄	kiuouiuuikuuui
𨌅	jouuiuouikuuui
𨌆	uikuuuijjkuokj
𨌇	uikuuuiuokoooj
𨌈	uikuuuioikuuuo
𨌉	uikuuuiikuokjj
𨌊	uikuuuijjkokju
𨌋	uikuuuiookuiku
𨌌	uikuuuiooukiuk
𨌍	uikuuuijujouui
𨌎	uikuuuiojuukoj
𨌏	uuiuuikuuuikjo
𨌐	uikuuuiuuiuokj
𨌑	uikuuuiuouukoj
𨌒	uikuuuiouiuiku
𨌓	uikuuuioikuuoj
𨌔	uikuuuijoikuok
𨌕	uikuuuiojjkjjo
𨌖	uikuuuiouojikuu
𨌗	ikikijkuikuuui
𨌘	uikuuuikjojokj
𨌙	uikuuuiukjoik
𨌚	uikuuuijjkouui
𨌛	uikuuuiuikuioj
𨌜	okikuokuikuuui
𨌝	uikuuuiojoouij
𨌞	uikuuuiuiukjki
𨌟	uikuuuijuouioj
𨌠	uikuuuikkukjjoj
𨌡	uikuuuiuoukiku
𨌢	uikuuuiojjokuuk
𨌣	uikuuuiiuuiikoj
𨌤	juokjukiuikuuui
𨌥	uuiuuikuuuiuuiu
𨌦	uikuuuiikuiuiui
𨌧	uikuuuiuojikuuk
𨌨	uikuuuiokouuiki
𨌩	uikuuuiijoikiku
𨌪	uikuuuiojkjjkjj
𨌫	uikuuuijouuojkk
𨌬	uikuuuiiuikuuui
𨌭	uikuuuikkojikuu
𨌮	uikuuuijuookuku
𨌯	uikuuuiukjokjj
𨌰	uikuuuiojojiuoj
𨌱	juokkkojuikuuui
𨌲	uikuuuiokukikuu
𨌳	uikuuuiiuiuokjj
𨌴	uikuuuioijuuuiu
𨌵	uikuuuijjkikuuu
𨌶	uikuuuijukikuuu
𨌷	uikuuuiukkkuuiu
𨌸	ojojuikuuuiojoj
𨌹	uikuuuijoojjooj
𨌺	uikuuuiojkjjkjj
𨌻	uikuuuiuojojuiu
𨌼	uikuuuiikuiikui
𨌽	uikuuuiouuiouui
𨌾	ouuiouuiuikuuui
𨌿	uikuuuiuikuuioj
𨍀	uikuuuiukjuiuik
𨍁	ojojokojuikuuui
𨍂	okoookoouikuuui
𨍃	kkjkkjuouikuuui
𨍄	uikuuuiikuuuuoj
𨍅	uikuuuiiuuiikkj
𨍆	uikuuuiikuuikuu
𨍇	uikuuuijjkokjiku
𨍈	uikuuuiojkiokokj
𨍉	uikuuuiokoojjkjj
𨍊	uikuuuiouiojjooj
𨍋	uikuuuiikuiikiku
𨍌	uikuuuikukukikuu
𨍍	uikuuuikuojouuoi
𨍎	kjkkoouojuikuuui
𨍏	uikuuuijuouiiukj
𨍐	uikuuuikiuojokjj
𨍑	uikuuuijujouikuu
𨍒	uikuikouuuikuuui
𨍓	uikuuuiojuikuuui
𨍔	uiuuikuuuikiokii
𨍕	uikuuuiuiiukuioj
𨍖	uikuuuiojojikuki
𨍗	juokkkojuuikuuui
𨍘	uikuuuiuikuiuuuk
𨍙	uikuuuioiuikuuui
𨍚	uikuuuiojukjjkjj
𨍛	uikuuuiuuiukkjju
𨍜	uikuuuiuiiuuuojk
𨍝	uikuuuiuiiuikuui
𨍞	uikuuuiuiiikuoj
𨍟	uikuuuiikuiuikuu
𨍠	uikuuuiokikuokko
𨍡	uikuuuijuikuukoj
𨍢	uikuuuijjokojiku
𨍣	uikuuuijouoikuuu
𨍤	uikuuuijjkuiuiku
𨍥	uikuuuiuoikiikou
𨍦	uikuuuijouiojkou
𨍧	uikuuuioikuuuuiu
𨍨	uikuuuijouokoooj
𨍩	uikuuuijujojkjuko
𨍪	uikuuuiookuukokkj
𨍫	uikuuuiuikiiuuioj
𨍬	uikuuuiukjkjuikuu
𨍭	uikuuuiuokuuijukj
𨍮	uikuuuiuikuikjoui
𨍯	ikuuuiiuojuikuuui
𨍰	uikuuuiuiukjikiiu
𨍱	uikuuuiouiiuuukoj
𨍲	uikuuuiikuokoooju
𨍳	uikuuuiokjjouuiki
𨍴	uikuuuijuokuuiiku
𨍵	uikuuuijjkikuujuoj
𨍶	joojjoojjkuikuuui
𨍷	uikuuuiiuuiuiiuuu
𨍸	uikuuuiokjkoikuiu
𨍹	uikuuuioikuiuokkj
𨍺	uikuuuikuoijjuikj
𨍻	ojikukuookuikuuui
𨍼	uikuuuiukokokjuki
𨍽	uikuuuijuojkjokoj
𨍾	uikuuuiikkjkokuu
𨍿	uikuuuikuoooiuikj
𨎀	uikuuuioikuuuojui
𨎁	uikuuuijkikuujuoj
𨎂	uikuuuiuouukojiku
𨎃	uikuuuiojkjkjjkjj
𨎄	uikuuuiuoikuikiku
𨎅	uikuuuiikiiuikuuu
𨎆	okkiookkiouikuuui
𨎇	uikuuuiiuuuikjjjj
𨎈	uikuuuiuuojuiuiku
𨎉	uikuuuiooukuuiuoj
𨎊	uikuuuijuokikuokoj
𨎋	uikuuuiijojkikuuiu
𨎌	uiujouuiokjuikuuui
𨎍	uikuuuijuokuukjjoj
𨎎	uikuuuijuikukkukki
𨎏	uikuuuiikuuiikikuu
𨎐	uiuokuiuokjuikuuui
𨎑	uuojuikuuuiuikuuui
𨎒	uikuuuiojouiojjkjj
𨎓	uikuuuiouuiuikuuui
𨎔	uikuuuiuiiuikuuuoj
𨎕	uikuuuiuoojuikukjo
𨎖	ijojkikuuiuuikuuui
𨎗	uikuuuiikuuokooooo
𨎘	uikuuuiojjoikuuuoj
𨎙	uikuuuijuikuikuokj
𨎚	uikuuuijouiojikuiu
𨎛	uikuuuijjjkojjuioj
𨎜	uikuuuijjkuiuikuiu
𨎝	uikuuuiuikuiiuikuu
𨎞	uikuuuiuiujukoouoj
𨎟	uikuuuiikuiuokjiku
𨎠	ikuiuokjikuuikuuui
𨎡	uikuuuijukuooiukjo
𨎢	uikuuuikjokuuijkjj
𨎣	uikuuuijjkojokjiku
𨎤	uikuuuikjoojuikujou
𨎥	uikuuuiuikuuiujjkjj
𨎦	uikuuuioikuuuiuuuuu
𨎧	uikuuuiuiuikujouooo
𨎨	uikuuuiikuiuikuuuoj
𨎩	uikuuuiuiiuuikuiuoj
𨎪	uikuuuiuoikiiuoikii
𨎫	uikuuuiikuuikuuokuu
𨎬	uikuuuiuiuuiuuiuuok
𨎭	uikuuuijuokjokjokoj
𨎮	uikuuuiiuuiuiiuuukj
𨎯	oiojojojojuouikuuui
𨎰	uikuuuiojuikukjjkjj
𨎱	uikuuuijuokjokjokuk
𨎲	uikuuuiikuiuiuokjiku
𨎳	uikuuuioujoujokjuuui
𨎴	uikuuuiijojkikuikuiu
𨎵	uikuuuiikuuiiuuuukjo
𨎶	uikuuuiiukoukuokoooj
𨎷	uikuuuijuojoukuuiioj
𨎸	uikuuuikjkkoouojuioj
𨎹	uikuuuijuikikuuouioj
𨎺	uikuuuijuikikuuuuioj
𨎻	uikuuuiokuookjuuuiku
𨎼	uikuuuiuookuuuikuuui
𨎽	uikuuuiuiiikuuikiiu
𨎾	uikuuuiuikuiuikuuuoj
𨎿	uikuuuiujkijjojikuiu
𨏀	uikuuuiikuuikiiujkjj
𨏁	uikuuuijukjikuiuouoj
𨏂	uikuuuijkuikuuuijkkj
𨏃	uikuuuiuikuiuuikuiuu
𨏄	uikuuuiukkkuiuuiiuuu
𨏅	uikuuuijuokojikuuuoj
𨏆	uikuuuiijouokuikuuui
𨏇	oiojojojojuuouikuuui
𨏈	uikuuuiojjouiukuujkjj
𨏉	oujoujikuuuuojuikuuui
𨏊	uikuikouuikiiuuikuuui
𨏋	uikuuuikkkoiuukuuuioj
𨏌	uikuuuiikuukkjkkjjjjj
𨏍	uikuuuijoojjoojjkuioj
𨏎	uikuuuiokikuiujjjjuuk
𨏏	uikuuuijoojjoojokjuki
𨏐	ojojoiuukuujkojuikuuui
𨏑	uikuuuioouioouiikuuuoj
𨏒	uikuuuiuoikuuoikuuoiku
𨏓	uikuuuiuiuiuuuiuuuukjo
𨏔	uikuuuiuiuikiiuikuuuoj
𨏕	uikuuuiiuuiokjuuuijkkj
𨏖	uikuuuiuikuuuiukjoukjo
𨏗	uikuuuiokikuiujjjjikuu
𨏘	uikuuuiuiiujjjjikuuuoj
𨏙	uikuuuiikiiuuiuikuokoj
𨏚	uikuuuiojuikuuiiuikuui
𨏛	uikuuuijukjkjuuiiuokoj
𨏜	oiojojojojuouiuuikuuui
𨏝	uikuuuiojjokuookukukkj
𨏞	iuiuioouoikuuuojuikuuui
𨏟	uikuuuiuikuikuiuuikuuui
𨏠	uikuuuijujouokjjukukuuu
𨏡	uikuuuiuiujkikuiukjiuoj
𨏢	uikuuuijouuiuouiojukkjo
𨏣	uikuuuiiuuijukjokuuouoj
𨏤	uikuuuiojuojikiojojojoj
𨏥	uikuuuijjkouiuikiiujkjj
𨏦	uikuuuiikuuikuuoijuuuiu
𨏧	iukoukikuiuikiiuuikuuui
𨏨	uikuuuiujkijjojjouiijou
𨏩	jukikuuikuuuijkkjokjjiku
𨏪	uikuuuiojojuiuuuiuuuukjo
𨏫	uikuuuiiuuijjjuokuuijukj
𨏬	uikuuuiuikuikjouiuikuuui
𨏭	uikuuuiikuuikuuuikjouioj
𨏮	uikuuuioiuukuuuojuikuuui
𨏯	juuikuuuikkjjjjkkjjjjiku
𨏰	uikuuuijujojkjukouikuuui
𨏱	uikuuuikkiojjouiukuujkjj
𨏲	uikuuuikuouiiukojuikuuui
